model,ID,topic,sub_topic,avg_margin,pmi_margin,prefers_gt_seq,prefers_gt_pmi,sequence_outcome,correct_numeric_eval,generated_matches_proxy,margin_token,entropy_token,prefers_gt_token,outcome,token_seq_agree,agreement_type
LLaVA-OV-7B,flag_of_australia_prompt1,Flags,flags,-1.671874761581421,-2.107665777206421,False,0.0,proxy_confusion,False,True,-1.578125,1.481871247291565,False,proxy confusion,True,both prefer proxy
LLaVA-OV-7B,flag_of_burundi_prompt1,Flags,flags,1.9375,1.8095703125,True,1.0,correct,True,False,1.5937500298023224,1.0683127641677856,True,correct,True,both prefer GT
LLaVA-OV-7B,flag_of_china_prompt1,Flags,flags,0.59375,0.65869140625,True,1.0,proxy_confusion,False,True,-0.65625,1.3659487962722778,False,proxy confusion,False,sequence GT / token proxy
LLaVA-OV-7B,flag_of_comoros_prompt1,Flags,flags,0.234375,-0.2563481330871582,True,0.0,correct,True,False,0.390625,1.1806586980819702,True,correct,True,both prefer GT
LLaVA-OV-7B,flag_of_cuba_prompt1,Flags,flags,-4.640624761581421,-4.021971940994263,False,0.0,proxy_confusion,False,True,-4.921874776482582,0.6911175847053528,False,proxy confusion,True,both prefer proxy
LLaVA-OV-7B,flag_of_greece_prompt1,Flags,flags,-1.6351457238197329,2.3177961707115173,False,1.0,other_numeric_error,False,False,-0.765625,1.5604339838027954,False,other numeric error,True,both prefer proxy
LLaVA-OV-7B,flag_of_grenada_prompt1,Flags,flags,-1.75,-1.526123046875,False,0.0,proxy_confusion,False,True,-1.2499998807907104,1.5487133264541626,False,proxy confusion,True,both prefer proxy
LLaVA-OV-7B,flag_of_new_zealand_prompt1,Flags,flags,1.453124761581421,0.9624016284942628,True,1.0,correct,True,False,0.90625,1.3880200386047363,True,correct,True,both prefer GT
LLaVA-OV-7B,flag_of_singapore_prompt1,Flags,flags,3.515625,4.006348133087158,True,1.0,correct,True,False,3.343750089406967,0.8518570065498352,True,correct,True,both prefer GT
LLaVA-OV-7B,flag_of_thailand_prompt1,Flags,flags,-2.890625238418579,-2.271972417831421,False,0.0,proxy_confusion,False,True,-2.8750000298023224,0.9850739240646362,False,proxy confusion,True,both prefer proxy
LLaVA-OV-7B,flag_of_uruguay_prompt1,Flags,flags,-2.8314742743968964,1.1214676201343536,False,1.0,other_numeric_error,False,False,-1.796874761581421,1.6544089317321775,False,other numeric error,True,both prefer proxy
LLaVA-OV-7B,flag_of_venezuela_prompt1,Flags,flags,1.4375,1.44287109375,True,1.0,correct,True,False,1.2343750298023224,1.012789249420166,True,correct,True,both prefer GT
LLaVA-OV-7B,flag_of_zimbabwe_prompt1,Flags,flags,-1.09375,-0.657958984375,False,0.0,other_numeric_error,False,False,-0.625,1.922245740890503,False,other numeric error,True,both prefer proxy
LLaVA-OV-7B,flag_of_the_philippines_prompt1,Flags,flags,-0.78125,-0.9091796875,False,0.0,proxy_confusion,False,True,-1.25,1.848387360572815,False,proxy confusion,True,both prefer proxy
LLaVA-OV-7B,african_elephant_prompt1,Animals,animal,6.687499798834324,7.309570111334324,True,1.0,correct,True,False,7.203124807681888,0.0416151657700538,True,correct,True,both prefer GT
LLaVA-OV-7B,african_wild_dog_prompt1,Animals,animal,6.656249776482582,7.278320088982582,True,1.0,correct,True,False,7.437500037020072,0.0318858958780765,True,correct,True,both prefer GT
LLaVA-OV-7B,alpaca_prompt1,Animals,animal,6.515624959953129,7.137695272453129,True,1.0,correct,True,False,6.703124867519364,0.03182078525424,True,correct,True,both prefer GT
LLaVA-OV-7B,antelope_prompt1,Animals,animal,6.078124910593033,6.700195223093033,True,1.0,correct,True,False,6.765624859603122,0.0326636955142021,True,correct,True,both prefer GT
LLaVA-OV-7B,arctic_fox_prompt1,Animals,animal,5.593749955296516,6.215820267796516,True,1.0,correct,True,False,6.3749999683350325,0.0510912388563156,True,correct,True,both prefer GT
LLaVA-OV-7B,asian_elephant_prompt1,Animals,animal,6.437500204890966,7.059570517390966,True,1.0,correct,True,False,7.124999916180968,0.0482348799705505,True,correct,True,both prefer GT
LLaVA-OV-7B,audi_prompt1,Logos,cars,6.023437291383743,6.151366978883743,True,1.0,correct,True,False,6.539062696509063,0.1065457239747047,True,correct,True,both prefer GT
LLaVA-OV-7B,avocet_prompt1,Animals,animal,4.921874850988388,5.595702975988388,True,1.0,correct,True,False,5.078124823048711,0.083902470767498,True,correct,True,both prefer GT
LLaVA-OV-7B,bactrian_camel_prompt1,Animals,animal,5.671875018626452,6.293945331126452,True,1.0,correct,True,False,6.1093751029111445,0.0490144155919551,True,correct,True,both prefer GT
LLaVA-OV-7B,bighorn_sheep_prompt1,Animals,animal,6.124999847263098,6.747070159763098,True,1.0,correct,True,False,6.703124833293259,0.074507363140583,True,correct,True,both prefer GT
LLaVA-OV-7B,bison_prompt1,Animals,animal,5.875000141561031,6.497070454061031,True,1.0,correct,True,False,6.2656250493600965,0.0959811955690383,True,correct,True,both prefer GT
LLaVA-OV-7B,bobcat_prompt1,Animals,animal,4.890624850988388,5.512695163488388,True,1.0,correct,True,False,5.968750010244548,0.0836630314588546,True,correct,True,both prefer GT
LLaVA-OV-7B,buffalo_prompt1,Animals,animal,5.843750037252903,6.465820349752903,True,1.0,correct,True,False,6.156250019557774,0.1007587239146232,True,correct,True,both prefer GT
LLaVA-OV-7B,camel_prompt1,Animals,animal,5.93750000372529,6.55957031622529,True,1.0,correct,True,False,6.125000004656613,0.0590455494821071,True,correct,True,both prefer GT
LLaVA-OV-7B,caracal_prompt1,Animals,animal,6.156249895691872,6.778320208191872,True,1.0,correct,True,False,6.54687492037192,0.0414438806474208,True,correct,True,both prefer GT
LLaVA-OV-7B,caribou_prompt1,Animals,animal,5.9375001192092896,6.5595704317092896,True,1.0,correct,True,False,6.593750077299774,0.0697021409869194,True,correct,True,both prefer GT
LLaVA-OV-7B,cassowary_prompt1,Animals,animal,5.890625229105353,6.564453354105353,True,1.0,correct,True,False,6.203124765306711,0.0531460978090763,True,correct,True,both prefer GT
LLaVA-OV-7B,cheetah_prompt1,Animals,animal,6.265625029802322,6.887695342302322,True,1.0,correct,True,False,6.687499775085598,0.0460108406841754,True,correct,True,both prefer GT
LLaVA-OV-7B,chicken_prompt1,Animals,animal,4.765625210478902,4.143554897978902,True,1.0,correct,True,False,5.18750003259629,0.0939070358872413,True,correct,True,both prefer GT
LLaVA-OV-7B,cow_prompt1,Animals,animal,6.671874918043613,7.293945230543613,True,1.0,correct,True,False,7.031249800696969,0.0567414164543151,True,correct,True,both prefer GT
LLaVA-OV-7B,coyote_prompt1,Animals,animal,6.984374966472387,7.606445278972387,True,1.0,correct,True,False,7.515625034226105,0.0238360110670328,True,correct,True,both prefer GT
LLaVA-OV-7B,crane_prompt1,Animals,animal,5.156249850988388,4.534179538488388,True,1.0,correct,True,False,4.6874998938292265,0.1048721224069595,True,correct,True,both prefer GT
LLaVA-OV-7B,deer_prompt1,Animals,animal,5.781250096857548,6.403320409357548,True,1.0,correct,True,False,6.749999900814146,0.0394275039434433,True,correct,True,both prefer GT
LLaVA-OV-7B,dingo_prompt1,Animals,animal,6.234374955296516,6.856445267796516,True,1.0,correct,True,False,6.734375135507435,0.0523899272084236,True,correct,True,both prefer GT
LLaVA-OV-7B,domestic_cat_prompt1,Animals,animal,5.703125,5.8310546875,True,1.0,correct,True,False,6.218749802559614,0.1156057268381118,True,correct,True,both prefer GT
LLaVA-OV-7B,domestic_dog_prompt1,Animals,animal,6.187500193715096,6.809570506215096,True,1.0,correct,True,False,6.9218750121071935,0.0368034206330776,True,correct,True,both prefer GT
LLaVA-OV-7B,donkey_prompt1,Animals,animal,6.656249985098839,7.278320297598839,True,1.0,correct,True,False,6.984375005355105,0.0258040335029363,True,correct,True,both prefer GT
LLaVA-OV-7B,dromedary_camel_prompt1,Animals,animal,5.515624940395355,6.137695252895355,True,1.0,correct,True,False,6.140625003259629,0.0512349009513855,True,correct,True,both prefer GT
LLaVA-OV-7B,duck_prompt1,Animals,animal,4.9843749683350325,4.3623046558350325,True,1.0,correct,True,False,4.937500080093741,0.0796244889497757,True,correct,True,both prefer GT
LLaVA-OV-7B,egret_prompt1,Animals,animal,5.59375009033829,6.26757821533829,True,1.0,correct,True,False,6.062500148545951,0.0423240140080452,True,correct,True,both prefer GT
LLaVA-OV-7B,eland_prompt1,Animals,animal,6.250000137835741,6.872070450335741,True,1.0,correct,True,False,6.609375140629709,0.0486791022121906,True,correct,True,both prefer GT
LLaVA-OV-7B,elk_prompt1,Animals,animal,6.125000137835741,6.747070450335741,True,1.0,correct,True,False,6.953125145751983,0.0362912788987159,True,correct,True,both prefer GT
LLaVA-OV-7B,emu_prompt1,Animals,animal,3.4218751043081284,2.7998047918081284,True,1.0,correct,True,False,3.609374936670065,0.2248852998018264,True,correct,True,both prefer GT
LLaVA-OV-7B,fennec_fox_prompt1,Animals,animal,5.828125111758709,6.450195424258709,True,1.0,correct,True,False,6.359374898020178,0.0451057329773902,True,correct,True,both prefer GT
LLaVA-OV-7B,gazelle_prompt1,Animals,animal,5.7031248807907104,6.3251951932907104,True,1.0,correct,True,False,6.468749938998371,0.0374650880694389,True,correct,True,both prefer GT
LLaVA-OV-7B,giraffe_prompt1,Animals,animal,7.093749791383743,6.667968064546585,True,1.0,correct,True,False,7.421875179279596,0.054887019097805,True,correct,True,both prefer GT
LLaVA-OV-7B,gnu_prompt1,Animals,animal,6.7421872690320015,7.3642575815320015,True,1.0,correct,True,False,6.890624789055437,0.0537519976496696,True,correct,True,both prefer GT
LLaVA-OV-7B,goat_prompt1,Animals,animal,6.421874839812517,7.043945152312517,True,1.0,correct,True,False,6.937499997671694,0.0483393929898738,True,correct,True,both prefer GT
LLaVA-OV-7B,gray_wolf_prompt1,Animals,animal,6.984375134110451,7.606445446610451,True,1.0,correct,True,False,7.671875102911144,0.0305417161434888,True,correct,True,both prefer GT
LLaVA-OV-7B,hare_prompt1,Animals,animal,5.39062512665987,6.01269543915987,True,1.0,correct,True,False,5.5625001564621925,0.0820674300193786,True,correct,True,both prefer GT
LLaVA-OV-7B,heron_prompt1,Animals,animal,5.234374826774001,5.908202951774001,True,1.0,correct,True,False,5.796875218395144,0.0491433329880237,True,correct,True,both prefer GT
LLaVA-OV-7B,hippopotamus_prompt1,Animals,animal,5.68749987334013,6.30957018584013,True,1.0,correct,True,False,5.968750073574483,0.0601854883134365,True,correct,True,both prefer GT
LLaVA-OV-7B,horse_prompt1,Animals,animal,7.09375,7.7158203125,True,1.0,correct,True,False,7.515625164844096,0.0546123385429382,True,correct,True,both prefer GT
LLaVA-OV-7B,hyena_prompt1,Animals,animal,5.500000089406967,6.122070401906967,True,1.0,correct,True,False,6.031250219792128,0.0464403852820396,True,correct,True,both prefer GT
LLaVA-OV-7B,ibex_prompt1,Animals,animal,6.109375081956387,6.731445394456387,True,1.0,correct,True,False,6.671874928753823,0.0488523244857788,True,correct,True,both prefer GT
LLaVA-OV-7B,ibis_prompt1,Animals,animal,6.015625162050128,6.689453287050128,True,1.0,correct,True,False,6.140625083819032,0.059711392968893,True,correct,True,both prefer GT
LLaVA-OV-7B,impala_prompt1,Animals,animal,6.046874845400453,6.668945157900453,True,1.0,correct,True,False,6.515624872408807,0.0353583991527557,True,correct,True,both prefer GT
LLaVA-OV-7B,indian_rhinoceros_prompt1,Animals,animal,5.562499888241291,6.184570200741291,True,1.0,correct,True,False,5.9218750251457095,0.0633015781641006,True,correct,True,both prefer GT
LLaVA-OV-7B,jackal_prompt1,Animals,animal,6.531250238418579,7.153320550918579,True,1.0,correct,True,False,7.265625225147232,0.0273894276469945,True,correct,True,both prefer GT
LLaVA-OV-7B,jaguar_prompt1,Animals,animal,6.000000149011612,6.622070461511612,True,1.0,correct,True,False,6.5468752179294825,0.0486922301352024,True,correct,True,both prefer GT
LLaVA-OV-7B,kudu_prompt1,Animals,animal,5.968750094994903,6.590820407494903,True,1.0,correct,True,False,6.359375091269612,0.0393682420253753,True,correct,True,both prefer GT
LLaVA-OV-7B,lapwing_prompt1,Animals,animal,5.281249798834324,5.955077923834324,True,1.0,correct,True,False,5.703125000465661,0.0418853722512722,True,correct,True,both prefer GT
LLaVA-OV-7B,leopard_prompt1,Animals,animal,6.0937501192092896,6.7158204317092896,True,1.0,correct,True,False,6.765624976716936,0.0401097685098648,True,correct,True,both prefer GT
LLaVA-OV-7B,lion_prompt1,Animals,animal,5.7343748807907104,6.3564451932907104,True,1.0,correct,True,False,6.437499919906259,0.0401396639645099,True,correct,True,both prefer GT
LLaVA-OV-7B,llama_prompt1,Animals,animal,6.1718750931322575,6.7939454056322575,True,1.0,correct,True,False,6.468750165309757,0.036456786096096,True,correct,True,both prefer GT
LLaVA-OV-7B,lynx_prompt1,Animals,animal,4.828124761581421,5.450195074081421,True,1.0,correct,True,False,5.92187521327287,0.0918231159448623,True,correct,True,both prefer GT
LLaVA-OV-7B,maned_wolf_prompt1,Animals,animal,5.828124817460775,6.450195129960775,True,1.0,correct,True,False,6.281250097323209,0.0489223711192607,True,correct,True,both prefer GT
LLaVA-OV-7B,maserati_prompt1,Logos,cars,-0.796875,-0.9248046875,False,0.0,proxy_confusion,False,True,-0.15625,1.6182119846343994,False,proxy confusion,True,both prefer proxy
LLaVA-OV-7B,mercedes_prompt1,Logos,cars,1.078125,0.4594721794128418,True,1.0,correct,True,False,0.8906250596046448,1.3806391954421997,True,correct,True,both prefer GT
LLaVA-OV-7B,moose_prompt1,Animals,animal,6.140625186264515,6.762695498764515,True,1.0,correct,True,False,6.812500098720193,0.0711573660373687,True,correct,True,both prefer GT
LLaVA-OV-7B,mountain_goat_prompt1,Animals,animal,6.281249798834324,6.903320111334324,True,1.0,correct,True,False,6.718749988358468,0.048534270375967,True,correct,True,both prefer GT
LLaVA-OV-7B,mule_prompt1,Animals,animal,6.390624885447323,7.012695197947323,True,1.0,correct,True,False,6.640625133179128,0.0363934077322483,True,correct,True,both prefer GT
LLaVA-OV-7B,ocelot_prompt1,Animals,animal,5.859375193715096,6.481445506215096,True,1.0,correct,True,False,6.296875053085387,0.0881205797195434,True,correct,True,both prefer GT
LLaVA-OV-7B,okapi_prompt1,Animals,animal,6.343749841675162,6.965820154175162,True,1.0,correct,True,False,6.906249912455678,0.0401721633970737,True,correct,True,both prefer GT
LLaVA-OV-7B,ostrich_prompt1,Animals,animal,4.515624966472387,3.8935546539723873,True,1.0,correct,True,False,4.78125013038516,0.111607551574707,True,correct,True,both prefer GT
LLaVA-OV-7B,oystercatcher_prompt1,Animals,animal,5.484374925494194,6.158203050494194,True,1.0,correct,True,False,5.906250060535967,0.0500172600150108,True,correct,True,both prefer GT
LLaVA-OV-7B,peacock_prompt1,Animals,animal,4.406250081956387,3.7841797694563866,True,1.0,correct,True,False,4.499999951571226,0.1300612688064575,True,correct,True,both prefer GT
LLaVA-OV-7B,pig_prompt1,Animals,animal,7.062500014901161,7.684570327401161,True,1.0,correct,True,False,7.203124959021807,0.0368926636874675,True,correct,True,both prefer GT
LLaVA-OV-7B,plover_prompt1,Animals,animal,6.593749836087227,7.267577961087227,True,1.0,correct,True,False,6.796875212807208,0.0417350493371486,True,correct,True,both prefer GT
LLaVA-OV-7B,pronghorn_prompt1,Animals,animal,5.312500201165676,5.934570513665676,True,1.0,correct,True,False,6.328124949708581,0.042029071599245,True,correct,True,both prefer GT
LLaVA-OV-7B,puma_prompt1,Animals,animal,5.578124955296516,6.200195267796516,True,1.0,correct,True,False,6.015625161118805,0.0549462810158729,True,correct,True,both prefer GT
LLaVA-OV-7B,rabbit_prompt1,Animals,animal,5.171875149011612,5.793945461511612,True,1.0,correct,True,False,5.578125069849193,0.0946359932422638,True,correct,True,both prefer GT
LLaVA-OV-7B,red_fox_prompt1,Animals,animal,6.3750001192092896,6.9970704317092896,True,1.0,correct,True,False,7.078124837018549,0.0535077974200248,True,correct,True,both prefer GT
LLaVA-OV-7B,red_wolf_prompt1,Animals,animal,7.234374783933163,7.856445096433163,True,1.0,correct,True,False,7.624999864259735,0.0279939994215965,True,correct,True,both prefer GT
LLaVA-OV-7B,reindeer_prompt1,Animals,animal,4.937500230967999,5.559570543467999,True,1.0,correct,True,False,5.749999828636646,0.1270752549171447,True,correct,True,both prefer GT
LLaVA-OV-7B,rhea_prompt1,Animals,animal,5.0937498062849045,4.4716794937849045,True,1.0,correct,True,False,5.125000176019967,0.0765228345990181,True,correct,True,both prefer GT
LLaVA-OV-7B,rooster_prompt1,Animals,animal,5.578125010244548,4.956054697744548,True,1.0,correct,True,False,6.046874853782356,0.0694845616817474,True,correct,True,both prefer GT
LLaVA-OV-7B,sandpiper_prompt1,Animals,animal,5.906250208616257,6.580078333616257,True,1.0,correct,True,False,6.56250004703179,0.0404275134205818,True,correct,True,both prefer GT
LLaVA-OV-7B,secretary_bird_prompt1,Animals,animal,5.500000059604645,6.173828184604645,True,1.0,correct,True,False,5.609375056810677,0.0817033797502517,True,correct,True,both prefer GT
LLaVA-OV-7B,serval_prompt1,Animals,animal,6.062500178813934,6.684570491313934,True,1.0,correct,True,False,6.578125016298145,0.0495638214051723,True,correct,True,both prefer GT
LLaVA-OV-7B,sheep_prompt1,Animals,animal,6.656250208616257,7.278320521116257,True,1.0,correct,True,False,7.078124956227839,0.0469607673585414,True,correct,True,both prefer GT
LLaVA-OV-7B,spoonbill_prompt1,Animals,animal,4.453124888241291,5.126953013241291,True,1.0,correct,True,False,5.093750021420419,0.072274699807167,True,correct,True,both prefer GT
LLaVA-OV-7B,springbok_prompt1,Animals,animal,5.656249925494194,6.278320237994194,True,1.0,correct,True,False,6.406250043772161,0.0392574220895767,True,correct,True,both prefer GT
LLaVA-OV-7B,stilt_prompt1,Animals,animal,4.734375145286322,5.408203270286322,True,1.0,correct,True,False,4.656249862164259,0.1738859266042709,True,correct,True,both prefer GT
LLaVA-OV-7B,stork_prompt1,Animals,animal,6.203124886378646,6.876953011378646,True,1.0,correct,True,False,6.39062509033829,0.0477817691862583,True,correct,True,both prefer GT
LLaVA-OV-7B,swan_prompt1,Animals,animal,5.92187493480742,5.29980462230742,True,1.0,correct,True,False,6.000000143889338,0.0451282151043415,True,correct,True,both prefer GT
LLaVA-OV-7B,tiger_prompt1,Animals,animal,5.906249910593033,6.528320223093033,True,1.0,correct,True,False,6.468749850988388,0.0735224857926368,True,correct,True,both prefer GT
LLaVA-OV-7B,turkey_prompt1,Animals,animal,4.265625111758709,3.643554799258709,True,1.0,correct,True,False,4.062499864026904,0.1519104391336441,True,correct,True,both prefer GT
LLaVA-OV-7B,warthog_prompt1,Animals,animal,6.390625214204192,7.012695526704192,True,1.0,correct,True,False,6.546875237021595,0.0345432944595813,True,correct,True,both prefer GT
LLaVA-OV-7B,water_buffalo_prompt1,Animals,animal,6.078124821186066,6.700195133686066,True,1.0,correct,True,False,6.499999772757292,0.0691273510456085,True,correct,True,both prefer GT
LLaVA-OV-7B,wild_boar_prompt1,Animals,animal,6.500000150874257,7.122070463374257,True,1.0,correct,True,False,6.609375232830644,0.0431646332144737,True,correct,True,both prefer GT
LLaVA-OV-7B,wildebeest_prompt1,Animals,animal,6.867187328636646,7.489257641136646,True,1.0,correct,True,False,7.109375002793968,0.0383560769259929,True,correct,True,both prefer GT
LLaVA-OV-7B,yak_prompt1,Animals,animal,5.437499932944775,6.059570245444775,True,1.0,correct,True,False,5.781250045634806,0.0888966470956802,True,correct,True,both prefer GT
LLaVA-OV-7B,zebra_prompt1,Animals,animal,6.999999992549419,7.622070305049419,True,1.0,correct,True,False,7.359375068452209,0.0459579117596149,True,correct,True,both prefer GT
LLaVA-OV-7B,adidas_prompt1,Logos,shoes,5.3749998807907104,5.8691405057907104,True,1.0,correct,True,False,5.749999810941517,0.1136202439665794,True,correct,True,both prefer GT
